target_id	length	eff_length	est_counts	tpm
Smic659	576	349.126	5	0.665502
Smic660	273	75.5318	8	4.92178
Smic661	3420	3191.76	148	2.15473
Smic662	660	432.694	5	0.536971
Smic663	1359	1130.76	78	3.20543
Smic664	2217	1988.76	15	0.350486
Smic665	1581	1352.76	199.069	6.83824
Smic666	1629	1400.76	0	0
Smic667	2436	2207.76	121	2.5468
Smic668	723	495.552	14	1.31281
Smic669	2577	2348.76	117	2.31478
Smic670	1821	1592.76	180	5.25151
Smic671	657	429.694	3	0.324432
Smic672	705	477.601	0	0
Smic673	1344	1115.76	2	0.0832954
Smic674	561	334.434	0	0
Smic675	279	79.7324	0	0
Smic676	3930	3701.76	40	0.502127
Smic677	1152	923.76	24	1.2073
Smic678	1596	1367.76	87	2.95577
Smic679	7380	7151.76	48	0.311882
Smic680	2817	2588.76	0	0
Smic681	2844	2615.76	9	0.159885
Smic682	2871	2642.76	67	1.17809
Smic683	3372	3143.76	1	0.0147813
Smic684	2229	2000.76	2	0.0464512
Smic685	4080	3851.76	15.4423	0.1863
Smic686	1491	1262.76	19	0.699189
Smic687	12528	12299.8	0	0
Smic688	12141	11912.8	27	0.105321
Smic689	1026	797.76	6	0.349495
Smic690	4065	3836.76	310.167	3.75658
Smic691	1086	857.76	9	0.487572
Smic692	2478	2249.76	0	0
Smic693	1017	788.76	0	0
Smic694	762	534.45	0	0
Smic695	804	576.336	0	0
Smic696	23055	22826.8	452	0.920145
Smic697	549	322.631	109	15.6994
Smic698	1260	1031.76	4	0.180154
Smic699	1089	860.76	0	0
Smic700	1728	1499.76	38	1.1774
Smic701	5766	5537.76	272	2.28243
Smic702	3402	3173.76	0	0
Smic703	8199	7970.76	339	1.97634
Smic704	642	414.736	57	6.38653
Smic705	780	552.45	13	1.09348
Smic706	2136	1907.76	171	4.16519
Smic707	4014	3785.76	276	3.3878
Smic708	2676	2447.76	69	1.30991
Smic709	12171	11942.8	249	0.96885
Smic710	1800	1571.76	50	1.47824
Smic711	447	223.62	77	16.0008
Smic712	846	618.04	30	2.25562
Smic713	1107	878.76	103	5.44664
Smic714	2415	2186.76	70	1.48751
