target_id	length	eff_length	est_counts	tpm
Smic340	1227	1019.85	53	4.19001
Smic341	600	393.413	2	0.409878
Smic342	1953	1745.85	0	0
Smic343	1779	1571.85	10	0.512936
Smic344	3546	3338.85	127	3.06677
Smic345	708	501.114	29	4.6659
Smic346	297	103.594	0	0
Smic347	270	82.2355	0	0
Smic348	1650	1442.85	0	0
Smic349	1494	1286.85	0	0
Smic350	3786	3578.85	0	0
Smic351	669	462.114	0	0
Smic352	1467	1259.85	82.6263	5.28779
Smic353	627	420.288	6	1.151
Smic354	3558	3350.85	51	1.22713
Smic355	10131	9923.85	0	0
Smic356	1068	860.845	73	6.83708
Smic357	798	591.055	24	3.27383
Smic358	2082	1874.85	0	0
Smic359	5322	5114.85	35	0.551707
Smic360	1035	827.845	31	3.01916
Smic361	1260	1052.85	143	10.9508
Smic362	1170	962.845	26	2.17716
Smic363	1683	1475.85	138	7.53896
Smic364	399	195.17	3	1.23931
Smic365	1263	1055.85	37	2.82536
Smic366	2655	2447.85	36	1.18575
Smic367	246	64.2212	1	1.25544
Smic368	3534	3326.85	28	0.678576
Smic369	1677	1469.85	25	1.37133
Smic370	1578	1370.85	7	0.411702
Smic371	288	96.4908	1	0.835578
Smic372	1122	914.845	41	3.61334
Smic373	852	644.992	10	1.25003
Smic374	2538	2330.85	11	0.380498
Smic375	7395	7187.85	0	0
Smic376	2535	2327.85	41	1.42005
Smic377	19002	18794.8	120.18	0.515545
Smic378	3291	3083.85	101	2.6406
Smic379	3354	3146.85	155	3.97127
Smic380	360	158.69	8	4.06457
Smic381	1926	1718.85	0	0
Smic382	2274	2066.85	0	0
Smic383	9993	9785.85	0	0
Smic384	1335	1127.85	0	0
Smic385	2238	2030.85	0	0
Smic386	5502	5294.85	36	0.548179
Smic387	753	546.114	11.5115	1.6995
Smic388	1905	1697.85	54	2.5643
Smic389	3837	3629.85	0	0
Smic390	771	564.114	0	0
Smic391	870	662.992	0	0
Smic392	3576	3368.85	0	0
Smic393	1146	938.845	0	0
Smic394	4242	4034.85	0	0
Smic395	1425	1217.85	3	0.198611
Smic396	1122	914.845	0	0
Smic397	3033	2825.85	0	0
Smic398	5229	5021.85	319	5.12154
Smic399	1179	971.845	5	0.414807
Smic400	2073	1865.85	0	0
Smic401	5544	5336.85	23	0.347469
Smic402	3522	3314.85	0	0
Smic403	615	408.413	0	0
Smic404	3873	3665.85	14.5964	0.32103
Smic405	4791	4583.85	0	0
Smic406	915	707.992	0	0
Smic407	1692	1484.85	0	0
Smic408	3540	3332.85	29	0.701546
Smic409	1806	1598.85	0	0
Smic410	228	51.7161	5	7.79503
Smic411.t1	507	300.827	19	5.09226
Smic412	1452	1244.85	30	1.94303
Smic413	831	624.055	27	3.4883
Smic414	3327	3119.85	4	0.103371
Smic415	1305	1097.85	6	0.440639
Smic416	6351	6143.85	0	0
Smic417	6318	6110.85	0	0
Smic418	855	647.992	0	0
Smic419	1974	1766.85	8	0.36506
Smic420	504	297.857	21	5.6844
Smic421	561	354.564	13	2.95611
Smic422	1143	935.845	0	0
Smic423	5247	5039.85	22	0.351948
Smic424	834	627.055	4	0.514313
Smic425	1488	1280.85	20	1.25894
Smic426	651	444.159	4	0.726097
Smic427	1695	1487.85	23	1.24636
Smic428	297	103.594	35	27.2399
Smic429	1023	815.845	20	1.97649
Smic430	549	342.634	19	4.47091
Smic431	609	402.413	0	0
Smic432	552	345.6	20	4.66584
Smic433	1938	1730.85	46	2.14276
Smic434	2205	1997.85	6	0.242138
Smic435	309	113.792	2	1.41707
Smic436	3054	2846.85	32	0.906273
Smic437	1974	1766.85	35	1.59714
Smic438	768	561.114	35	5.0291
Smic439	666	459.114	16	2.80978
Smic440	465	259.608	9	2.7951
Smic441	1722	1514.85	178	9.47381
Smic442	1227	1019.85	4	0.316227
Smic443	978	770.845	0	0
Smic444	882	674.992	0	0
Smic445	474	268.395	13	3.90519
Smic446	1011	803.845	0	0
Smic447	1551	1343.85	20	1.19992
Smic448	1302	1094.85	70	5.15488
Smic449	618	411.372	46	9.01563
Smic450	1506	1298.85	30	1.86225
Smic451	2376	2168.85	0	0
Smic452	285	94.0965	0	0
Smic453	5406	5198.85	13	0.201609
Smic454	222	47.6494	17	28.765
Smic455	7725	7517.85	175	1.8768
Smic456	1506	1298.85	34	2.11054
Smic457	972	764.845	0	0
Smic458	1440	1232.85	32	2.09274
Smic459	1836	1628.85	106	5.24686
Smic460	225	49.7035	0	0
Smic461	5013	4805.85	15	0.251649
Smic462	828	621.055	16	2.07713
Smic463	633	426.246	0	0
Smic464	2460	2252.85	10	0.357884
Smic465	3531	3323.85	0	0
Smic466	1116	908.845	4	0.354849
Smic467	3273	3065.85	0	0
Smic468	426	221.422	0	0
Smic469	13743	13535.8	513	3.05566
Smic470	9507	9299.85	441.781	3.83005
Smic471	327	128.918	16	10.0064
Smic472	573	366.564	7	1.53965
Smic473	4731	4523.85	113	2.01393
Smic474	975	767.845	55	5.77513
Smic475	1473	1265.85	187	11.9106
Smic476	498	291.975	11	3.03753
Smic477	5331	5123.85	234	3.68208
Smic478	2691	2483.85	6	0.19476
Smic479	984	776.845	15	1.55679
Smic480	6744	6536.85	116	1.43075
Smic481	1455	1247.85	0	0
Smic482	867	659.992	0	0
Smic483	2382	2174.85	10	0.370719
Smic484	1938	1730.85	71	3.3073
Smic485	3915	3707.85	174	3.78356
Smic486	2058	1850.85	48	2.09095
Smic487	1806	1598.85	151	7.61454
Smic488	861	653.992	17	2.0958
Smic489	474	268.395	10	3.00399
Smic490	2007	1799.85	22	0.985509
Smic491	2082	1874.85	27	1.1611
Smic492	1413	1205.85	35	2.34018
Smic493	8466	8258.85	145	1.41554
Smic494	14310	14102.8	96.0514	0.549123
Smic495	5127	4919.85	0	0
Smic496	13125	12917.8	0	0
Smic497	4479	4271.85	6.85387	0.129358
Smic498	1596	1388.85	101	5.86328
Smic499	330	131.524	1	0.613012
Smic500	1125	917.845	0	0
Smic501	1857	1649.85	18	0.879635
Smic502	16107	15899.8	696.294	3.5308
Smic503	4314	4106.85	1	0.019632
Smic504	3288	3080.85	47	1.22999
Smic505	1329	1121.85	19	1.36551
Smic506	1881	1673.85	33	1.58954
Smic507	2289	2081.85	154	5.96411
Smic508	1611	1403.85	10	0.57432
Smic509	1725	1517.85	2	0.106237
Smic510	1308	1100.85	7	0.512678
Smic511	1209	1001.85	4	0.321909
Smic512	747	540.114	114	17.0174
Smic513	5724	5516.85	0	0
Smic514	3651	3443.85	32	0.749168
Smic515	2010	1802.85	216	9.65981
Smic516	2064	1856.85	13	0.56447
Smic517	2844	2636.85	19	0.580954
Smic518	2748	2540.85	83	2.63374
Smic519	3213	3005.85	25.7991	0.692009
Smic520	684	477.114	18	3.04175
Smic521	441	236.079	26	8.8795
Smic522	3384	3176.85	23	0.58372
Smic523	1188	980.845	20	1.644
Smic524	462	256.634	7	2.19916
Smic525	6165	5957.85	25	0.338317
Smic526	5847	5639.85	192	2.74478
Smic527	1050	842.845	15	1.43488
Smic528	2442	2234.85	6	0.21646
Smic529	561	354.564	5	1.13697
Smic530	1425	1217.85	146	9.66571
Smic531	246	64.2212	0	0
Smic532	489	283.119	5	1.42388
Smic533	456	250.735	26	8.36048
Smic534	432	227.265	31	10.9977
Smic535	8496	8288.85	433	4.21179
Smic536	4875	4667.85	0	0
Smic537	2493	2285.85	115	4.05624
Smic538	1578	1370.85	1	0.0588145
Smic539	7122	6914.85	0	0
Smic540	1416	1208.85	0	0
Smic541	1305	1097.85	0	0
Smic542	1560	1352.85	13	0.774762
Smic543	708	501.114	4	0.643572
Smic544	351	150.369	0	0
Smic545	846	638.992	6	0.757058
Smic546	2718	2510.85	60	1.92666
Smic547	3756	3548.85	17	0.38622
Smic548	3294	3086.85	6	0.156715
Smic549	5394	5186.85	198	3.07776
Smic550	1167	959.845	5	0.419993
Smic551	1737	1529.85	15	0.790527
Smic552	780	573.114	15	2.1102
Smic553	207	38.2085	0	0
Smic554	381	178.183	1	0.452488
Smic555	6390	6182.85	93	1.21274
Smic556	7365	7157.85	29	0.326655
Smic557	1653	1445.85	6	0.334582
