target_id	length	eff_length	est_counts	tpm
Smic612	1935	1715.7	0	0
Smic613	1920	1700.7	0	0
Smic614	210	36.1563	3	5.65368
Smic615	474	257.885	62	16.3818
Smic616	279	82.8459	1	0.822477
Smic617	2622	2402.7	29.3377	0.831995
Smic618	3165	2945.7	128	2.96085
Smic619	1203	983.697	30	2.07804
Smic620	2103	1883.7	191	6.90903
Smic621	201	30.8547	5	11.0419
Smic622	1140	920.697	377	27.901
Smic623	1026	806.697	0	0
Smic624	1044	824.697	27	2.23082
Smic625	783	564.524	36	4.34525
Smic626	2229	2009.7	94	3.18707
Smic627	3846	3626.7	0	0
Smic628	2226	2006.7	64	2.17316
Smic629	513	296.501	0	0
Smic630	765	546.578	26	3.24127
Smic631	2601	2381.7	316	9.04055
Smic632	5751	5531.7	6	0.0739073
Smic633	1779	1559.7	5	0.218436
Smic634	3090	2870.7	362.849	8.61257
Smic635	3267	3047.7	42	0.939014
Smic636	8481	8261.7	66	0.544339
Smic637	420	205.785	0	0
Smic638	525	308.41	0	0
Smic639	999	779.697	63	5.50566
Smic640	1209	989.697	87	5.98979
Smic641	219	42.0015	26	42.1797
Smic642	228	47.6506	5	7.14984
Smic643	633	415.554	252	41.3207
Smic644	642	424.511	171	27.4474
Smic645	5484	5264.7	525.629	6.803
Smic646	10200	9980.7	239	1.63167
Smic647	1023	803.697	57	4.83256
Smic648	336	129.291	30	15.8105
Smic649	396	183.178	0	0
Smic650	2085	1865.7	143	5.22263
Smic651	522	305.441	10	2.23083
Smic652	966	746.928	0	0
Smic653	4089	3869.7	0	0
Smic654	315	111.571	1	0.610721
Smic655	1188	968.697	12	0.844088
Smic656	1059	839.697	136	11.036
Smic657	933	713.928	74	7.06271
Smic658	1581	1361.7	120	6.00475
Smic659	576	359.052	13	2.46707
Smic660	273	78.2736	38	33.0798
Smic661	3420	3200.7	442	9.40962
Smic662	660	442.424	74	11.3969
Smic663	1359	1139.7	123	7.35377
Smic664	2217	1997.7	30	1.02326
Smic665	1581	1361.7	283.839	14.2032
Smic666	1629	1409.7	22	1.06339
Smic667	2436	2216.7	223	6.85477
Smic668	723	504.947	22	2.96873
